Time;Herbivore_Male;Herbivore_Female;Predator_Male;Predator_Female;Deaths;HerbivoreDeaths;PredatorDeaths;Births;PredatorKills;TreesEaten;TreesSpawned;MaxGeneration;HerbivoreMale_Tezyzna;HerbivoreMale_Poped;HerbivoreMale_Zwin;HerbivoreMale_Atrak;HerbivoreMale_Perc;HerbivoreMale_Sila;HerbivoreFemale_Tezyzna;HerbivoreFemale_Poped;HerbivoreFemale_Zwin;HerbivoreFemale_Atrak;HerbivoreFemale_Perc;HerbivoreFemale_Sila;PredatorMale_Tezyzna;PredatorMale_Poped;PredatorMale_Zwin;PredatorMale_Atrak;PredatorMale_Perc;PredatorMale_Sila;PredatorFemale_Tezyzna;PredatorFemale_Poped;PredatorFemale_Zwin;PredatorFemale_Atrak;PredatorFemale_Perc;PredatorFemale_Sila
0.98;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
1.98;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
2.99;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
3.99;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
4.99;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
5.99;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
7.00;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
8.00;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
9.00;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
10.00;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
11.00;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
12.00;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
13.01;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
14.01;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
15.01;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
16.01;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
17.01;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
18.02;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
19.02;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
20.02;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
21.02;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
22.02;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
23.03;5;5;9;1;0;0;0;0;0;1;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
24.03;5;5;9;1;0;0;0;0;0;1;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
25.03;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
26.03;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
27.04;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
28.04;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
29.04;5;5;9;1;0;0;0;0;0;1;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
30.04;5;5;9;1;0;0;0;0;0;2;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
31.04;5;5;9;1;0;0;0;0;0;0;0;0;0.707;0.519;0.312;0.406;0.614;0.691;0.503;0.664;0.500;0.700;0.417;0.499;0.700;0.542;0.335;0.723;0.487;0.461;0.165;0.908;0.645;0.170;0.991;0.390
